extracted_answer,serial_number
"{
  ""columns"": [""schoolsup"", ""higher"", ""Pstatus""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",911
"{
  ""columns"": [""X2 house age""],
  ""methods"": [
    ""Anderson-Darling Test"",
    ""Shapiro-Wilk Test of Normality"",
    ""Kolmogorov-Smirnov Test for Normality"",
    ""Lilliefors Test""
  ]
}",912
"{
  ""columns"": [""NumWebPurchases"", ""MntMeatProducts"", ""Income""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient"", ""Partial Correlation Coefficient""]
}",913
"{
  ""columns"": [""Bathrooms""],
  ""methods"": [""Skewness""]
}",914
"{
  ""columns"": [""Death Age 100+""],
  ""methods"": [""Kolmogorov-Smirnov Test for Uniform distribution""]
}",915
"{
  ""columns"": [""Year"", ""Japan""],
  ""methods"": [""Mean""]
}",916
"{
  ""columns"": [""failures"", ""goout""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",917
"{
  ""columns"": [""higher"", ""internet"", ""famsize""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",918
"{
  ""columns"": [""BMI"", ""Age"", ""Dream Weight""],
  ""methods"": [""Partial Correlation Coefficient""]
}",919
"{
  ""columns"": [""G2"", ""Walc"", ""goout""],
  ""methods"": [""Partial Correlation Coefficient""]
}",920
"{
  ""columns"": [""SMOKING"", ""SHORTNESS OF BREATH""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",921
"{
  ""columns"": [""FATIGUE"", ""ALCOHOL CONSUMING"", ""GENDER""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",922
"{
  ""columns"": [""Attack method: Unarmed Assault""],
  ""methods"": [""Mean"", ""Median"", ""Mode"", ""Range"", ""Quartile"", ""Standard Deviation"", ""Skewness"", ""Kurtosis""]
}",923
"{
  ""columns"": [""WHEEZING"", ""CHEST PAIN"", ""YELLOW_FINGERS""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",924
"{
  ""columns"": [""Weight_kg""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",925
"{
  ""columns"": [""imdb_score""],
  ""methods"": [""Kurtosis""]
}",926
"{
  ""columns"": [""mileage(kmpl)"", ""engine(cc)""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",927
"{
  ""columns"": [""famsize"", ""internet"", ""address""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",928
"{
  ""columns"": [""work_year""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",929
"{
  ""columns"": [""APR""],
  ""methods"": [""Mean"", ""Median"", ""Mode"", ""Range"", ""Quartile"", ""Standard Deviation"", ""Skewness"", ""Kurtosis""]
}",930
"{
  ""columns"": [""Nigeria"", ""Indonesia""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",931
"{
  ""columns"": [""writing score""],
  ""methods"": [""Standard Deviation""]
}",932
"{
  ""columns"": [""bmi""],
  ""methods"": [""Quartile"", ""Mean"", ""Median"", ""Mode"", ""Range"", ""Standard Deviation"", ""Skewness"", ""Kurtosis""]
}",933
"{
  ""columns"": [""Terrorist attacks"", ""Attack method: Hostage Taking (Kidnapping)"", ""Death Age : 6-10""],
  ""methods"": [""Partial Correlation Coefficient""]
}",934
"{
  ""columns"": [""G3"", ""Walc"", ""traveltime""],
  ""methods"": [""Partial Correlation Coefficient""]
}",935
"{
  ""columns"": [""Age"", ""NCP""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",936
"{
  ""columns"": [""Myanmar"", ""Thailand""],
  ""methods"": [""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",937
"{
  ""columns"": [""Actual Weight"", ""Duration""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",938
"{
  ""columns"": [""Number of trees sold"", ""Average Tree Price""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",939
"{
  ""columns"": [""freetime"", ""goout""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",940
"{
  ""columns"": [""income_inequality"", ""happyScore""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",941
"{
  ""columns"": [""Pstatus"", ""guardian""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",942
"{
  ""columns"": [""Total Program Attendees"", ""Total Computer Usage (Wireless + PC Sessions)""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",943
"{
  ""columns"": [""Radio Ad Budget ($)""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",944
"{
  ""columns"": [""COUGHING"", ""LUNG_CANCER"", ""ALCOHOL CONSUMING""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",945
"{
  ""columns"": [""Overall"", ""Weight""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",946
"{
  ""columns"": [""Review #""],
  ""methods"": [""Quartile""]
}",947
"{
  ""columns"": [""RestingECG"", ""HeartDisease""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",948
"{
  ""columns"": [""Years of Experience""],
  ""methods"": [""Kurtosis""]
}",949
"{
  ""columns"": [""JUN""],
  ""methods"": [""Kurtosis""]
}",950
"{
  ""columns"": [""ever_married"", ""smoking_status""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",951
"{
  ""columns"": [""famsup"", ""higher"", ""sex""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",952
"{
  ""columns"": [""Total Computer Usage (Wireless + PC Sessions)""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Kolmogorov-Smirnov Test""]
}",953
"{
  ""columns"": [""Recency"", ""MntMeatProducts""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",954
"{
  ""columns"": [""Kidhome"", ""Teenhome"", ""MntSweetProducts"", ""Income""],
  ""methods"": [""Partial Correlation Coefficient""]
}",955
"{
  ""columns"": [""Education Level"", ""Job Title""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",956
"{
  ""columns"": [""Brazil"", ""Vietnam""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",957
"{
  ""columns"": [""Wage"", ""Overall"", ""Age""],
  ""methods"": [""Partial Correlation Coefficient""]
}",958
"{
  ""columns"": [""TV Ad Budget ($)""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",959
"{
  ""columns"": [""Thailand"", ""Bangladesh""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",960
"{
  ""columns"": [""Age"", ""Height""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",961
"{
  ""columns"": [""Dalc"", ""Walc""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",962
"{
  ""columns"": [""Philippines"", ""Myanmar""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",963
"{
  ""columns"": [""North America""],
  ""methods"": [""Median""]
}",964
"{
  ""columns"": [""Total Library Visitors""],
  ""methods"": [""Kurtosis""]
}",965
"{
  ""columns"": [""Height"", ""FCVC""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",966
"{
  ""columns"": [""Thailand"", ""Vietnam""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",967
"{
  ""columns"": [""isLegendary"", ""hasGender""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",968
"{
  ""columns"": [""Education"", ""Response""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",969
"{
  ""columns"": [""Dalc""],
  ""methods"": [""Range""]
}",970
"{
  ""columns"": [""median_income"", ""happyScore""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",971
"{
  ""columns"": [""Death Age 100+""],
  ""methods"": [""Mean"", ""Median"", ""Mode"", ""Range"", ""Quartile"", ""Standard Deviation"", ""Skewness"", ""Kurtosis""]
}",972
"{
  ""columns"": [""ExerciseAngina"", ""ST_Slope""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",973
"{
  ""columns"": [""Hours Viewed""],
  ""methods"": [""Kurtosis""]
}",974
"{
  ""columns"": [""Cholesterol""],
  ""methods"": [""Range""]
}",975
"{
  ""columns"": [""address"", ""reason""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",976
"{
  ""columns"": [""Potential""],
  ""methods"": [""Median""]
}",977
"{
  ""columns"": [""Age"", ""Height""],
  ""methods"": [""Range"", ""Quartile"", ""Standard Deviation""]
}",978
"{
  ""columns"": [""# of Individuals Assisted in Pursuing Citizenship""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",979
"{
  ""columns"": [""address"", ""paid""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",980
"{
  ""columns"": [""studytime"", ""failures""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",981
"{
  ""columns"": [""avg_satisfaction"", ""std_satisfaction""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",982
"{
  ""columns"": [""Recency"", ""MntFishProducts""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",983
"{
  ""columns"": [""YELLOW_FINGERS"", ""FATIGUE"", ""COUGHING""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",984
"{
  ""columns"": [""Additional_Work"", ""Transportation""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",985
"{
  ""columns"": [""school"", ""reason""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",986
"{
  ""columns"": [""Review""],
  ""methods"": [
    ""Anderson-Darling Test"",
    ""Shapiro-Wilk Test of Normality"",
    ""Kolmogorov-Smirnov Test for Normality"",
    ""Lilliefors Test""
  ]
}",987
"{
  ""columns"": [""Age""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",988
"{
  ""columns"": [""family_history_with_overweight"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",989
"{
  ""columns"": [""famsize"", ""romantic"", ""school""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",990
"{
  ""columns"": [""Number of trees sold"", ""Sales""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",991
"{
  ""columns"": [""Skill Moves"", ""Real Face""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",992
"{
  ""columns"": [""Total Program Attendees"", ""Total Cardholders""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",993
"{
  ""columns"": [""SWALLOWING DIFFICULTY"", ""CHEST PAIN"", ""YELLOW_FINGERS""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",994
"{
  ""columns"": [""Average Tree Price""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",995
"{
  ""columns"": [""BMI""],
  ""methods"": [""Standard Deviation""]
}",996
"{
  ""columns"": [""reason"", ""internet""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",997
"{
  ""columns"": [""Weight""],
  ""methods"": [""Median""]
}",998
"{
  ""columns"": [""Skill Moves"", ""Real Face""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",999
"{
  ""columns"": [""CHRONIC DISEASE"", ""FATIGUE"", ""GENDER""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1000
"{
  ""columns"": [""AUG"", ""SEP""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1001
"{
  ""columns"": [""NOV""],
  ""methods"": [""Mean"", ""Median"", ""Mode"", ""Range"", ""Quartile"", ""Standard Deviation"", ""Skewness"", ""Kurtosis""]
}",1002
"{
  ""columns"": [""COUGHING"", ""SHORTNESS OF BREATH"", ""SMOKING""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1003
"{
  ""columns"": [""std_satisfaction"", ""happyScore""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1004
"{
  ""columns"": [""Total Library Visitors"", ""# of Homeless Individuals Served at The Source""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1005
"{
  ""columns"": [""Age""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1006
"{
  ""columns"": [""nursery"", ""romantic"", ""Pstatus""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1007
"{
  ""columns"": [""MntFishProducts""],
  ""methods"": [
    ""Anderson-Darling Test"",
    ""Shapiro-Wilk Test of Normality"",
    ""Kolmogorov-Smirnov Test for Normality"",
    ""Lilliefors Test""
  ]
}",1008
"{
  ""columns"": [""Special"", ""Height""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1009
"{
  ""columns"": [""adjusted_satisfaction"", ""std_satisfaction""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1010
"{
  ""columns"": [""LOR ""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1011
"{
  ""columns"": [""studytime"", ""freetime"", ""age""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1012
"{
  ""columns"": [""Thailand"", ""China""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1013
"{
  ""columns"": [""Total Program Attendees""],
  ""methods"": [""Quartile""]
}",1014
"{
  ""columns"": [""isLegendary"", ""hasGender""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1015
"{
  ""columns"": [""MntFishProducts"", ""NumStorePurchases"", ""Income""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1016
"{
  ""columns"": [""CGPA""],
  ""methods"": [""Mean"", ""Median"", ""Mode"", ""Range"", ""Quartile"", ""Standard Deviation"", ""Skewness"", ""Kurtosis""]
}",1017
"{
  ""columns"": [""Height""],
  ""methods"": [""Median""]
}",1018
"{
  ""columns"": [""G1"", ""freetime"", ""Dalc""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1019
"{
  ""columns"": [""guardian"", ""higher""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1020
"{
  ""columns"": [""Research Quality Score""],
  ""methods"": [""Mean""]
}",1021
"{
  ""columns"": [""Attack""],
  ""methods"": [""Median""]
}",1022
"{
  ""columns"": [""Death Age: 51-99""],
  ""methods"": [""Range"", ""Standard Deviation"", ""Quartile""]
}",1023
"{
  ""columns"": [""famrel"", ""Walc""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1024
"{
  ""columns"": [""address"", ""nursery"", ""school""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1025
"{
  ""columns"": [""age"", ""health""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1026
"{
  ""columns"": [""Review""],
  ""methods"": [""Standard Deviation""]
}",1027
"{
  ""columns"": [""Income"", ""Z_CostContact""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1028
"{
  ""columns"": [""Hours Viewed"", ""Number of Ratings""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1029
"{
  ""columns"": [""CAEC"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1030
"{
  ""columns"": [""Sp_Def"", ""Speed"", ""Sp_Atk""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1031
"{
  ""columns"": [""Age"", ""Oldpeak""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test"", ""Kolmogorov-Smirnov Test""]
}",1032
"{
  ""columns"": [""median_income""],
  ""methods"": [""Kolmogorov-Smirnov Test for Gamma distribution""]
}",1033
"{
  ""columns"": [""Total eMedia Circulation"", ""Total Computer Usage (Wireless + PC Sessions)""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1034
"{
  ""columns"": [""MntFishProducts""],
  ""methods"": [""Skewness""]
}",1035
"{
  ""columns"": [""NumStorePurchases"", ""Kidhome"", ""MntGoldProds""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1036
"{
  ""columns"": [""CH2O""],
  ""methods"": [""Kolmogorov-Smirnov Test for Exponential distribution""]
}",1037
"{
  ""columns"": [""Balance"", ""EstimatedSalary""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1038
"{
  ""columns"": [""Attack method: Hostage Taking (Barricade Incident)"", ""Attack method: Facility/Infrastructure Attack"", ""Attack method: Hijacking""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1039
"{
  ""columns"": [""GRE Score"", ""CGPA""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1040
"{
  ""columns"": [""MntFishProducts"", ""Z_CostContact"", ""Teenhome""],
  ""methods"": [""Partial Correlation Coefficient""]
}",1041
"{
  ""columns"": [""heart_disease"", ""work_type""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1042
"{
  ""columns"": [""GRE Score"", ""TOEFL Score""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1043
"{
  ""columns"": [""avg_income"", ""happyScore""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1044
"{
  ""columns"": [""hypertension"", ""ever_married""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1045
"{
  ""columns"": [""X2 house age"", ""Y house price of unit area""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1046
"{
  ""columns"": [""Height_m"", ""Catch_Rate""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1047
"{
  ""columns"": [""schoolsup""],
  ""methods"": [""Mode""]
}",1048
"{
  ""columns"": [""MntSweetProducts"", ""NumDealsPurchases""],
  ""methods"": [""Kolmogorov-Smirnov Test""]
}",1049
"{
  ""columns"": [""Number of trees sold"", ""Sales""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1050
"{
  ""columns"": [""GDP""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1051
"{
  ""columns"": [""Weight_kg""],
  ""methods"": [""Standard Deviation""]
}",1052
"{
  ""columns"": [""max_power(bhp)"", ""price(in lakhs)""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1053
"{
  ""columns"": [""Genre""],
  ""methods"": [""Mode""]
}",1054
"{
  ""columns"": [""family_history_with_overweight"", ""FAVC"", ""Gender""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1055
"{
  ""columns"": [""Rest of World""],
  ""methods"": [""Mean""]
}",1056
"{
  ""columns"": [""GRE Score"", ""TOEFL Score""],
  ""methods"": [""Range"", ""Standard Deviation"", ""Quartile""]
}",1057
"{
  ""columns"": [""famsize"", ""paid"", ""school"", ""address""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1058
"{
  ""columns"": [""Attack method: Armed Assault"", ""Terrorist Death Type : Suicide""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1059
"{
  ""columns"": [""Catch_Rate""],
  ""methods"": [""Mean""]
}",1060
"{
  ""columns"": [""ST_Slope"", ""HeartDisease""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1061
"{
  ""columns"": [""family_history_with_overweight"", ""CAEC""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1062
"{
  ""columns"": [""CHEST PAIN"", ""LUNG_CANCER"", ""CHRONIC DISEASE""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1063
"{
  ""columns"": [""Terrorist Death Type : Suicide"", ""Terrorist Death Type : Killed"", ""Attack method: Hostage Taking (Barricade Incident)""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1064
"{
  ""columns"": [""Height_m"", ""Catch_Rate""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1065
"{
  ""columns"": [""GENDER"", ""SWALLOWING DIFFICULTY""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1066
"{
  ""columns"": [""Age"", ""RestingBP""],
  ""methods"": [""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1067
"{
  ""columns"": [""Age"", ""Years of Experience""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1068
"{
  ""columns"": [""experience_level"", ""company_size""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1069
"{
  ""columns"": [""HP""],
  ""methods"": [""Mean""]
}",1070
"{
  ""columns"": [""Number of trees sold""],
  ""methods"": [""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1071
"{
  ""columns"": [""Potential""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1072
"{
  ""columns"": [""CHRONIC DISEASE"", ""CHEST PAIN"", ""PEER_PRESSURE""],
  ""methods"": [""Chi-square Independence Test"", ""Mantel-Haenszel Test""]
}",1073
"{
  ""columns"": [""Medu"", ""G2""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1074
"{
  ""columns"": [""failures""],
  ""methods"": [""Skewness""]
}",1075
"{
  ""columns"": [""Myanmar"", ""Thailand""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1076
"{
  ""columns"": [""Europe""],
  ""methods"": [""Kurtosis""]
}",1077
"{
  ""columns"": [""FAVC"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1078
"{
  ""columns"": [""Sex"", ""ChestPainType""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1079
"{
  ""columns"": [""CreditScore"", ""EstimatedSalary""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1080
"{
  ""columns"": [""Nigeria"", ""Vietnam""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1081
"{
  ""columns"": [""activities"", ""internet""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1082
"{
  ""columns"": [""Year"", ""United States""],
  ""methods"": [""Kolmogorov-Smirnov Test for Uniform distribution""]
}",1083
"{
  ""columns"": [""Bangladesh""],
  ""methods"": [""Anderson-Darling Test"", ""Shapiro-Wilk Test of Normality"", ""Kolmogorov-Smirnov Test for Normality"", ""Lilliefors Test""]
}",1084
"{
  ""columns"": [""paid"", ""activities""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test""]
}",1085
"{
  ""columns"": [""X4 number of convenience stores""],
  ""methods"": [""Descriptive Statistics""]
}",1086
"{
  ""columns"": [""freetime"", ""goout""],
  ""methods"": [""Pearson Correlation Coefficient"", ""Spearman Correlation Coefficient"", ""Kendall Correlation Coefficient""]
}",1087
"{
  ""columns"": [""NCP"", ""CAEC"", ""NObeyesdad""],
  ""methods"": [""Chi-square Independence Test"", ""Fisher Exact Test"", ""Mantel-Haenszel Test""]
}",1088
"{
  ""columns"": [""Japan"", ""India""],
  ""methods"": [""Mood Variance Test"", ""Levene Test"", ""Bartlett Test"", ""F-Test for Variance""]
}",1089
